FanID,DriveYear,predicted_amount,pct_years_met_commitment,high_amount,high_reliability,quadrant
13,2023,3410.6055,100.0,True,True,VIP — Maximum Priority
16,2022,676.06573,100.0,False,True,Stable Base
25,2024,3295.4934,100.0,True,True,VIP — Maximum Priority
46,2017,1300.4696,100.0,True,True,VIP — Maximum Priority
49,2024,3400.1384,100.0,True,True,VIP — Maximum Priority
61,2024,1227.7479,100.0,False,True,Stable Base
75,2022,1300.0099,100.0,True,True,VIP — Maximum Priority
83,2024,359.88602,100.0,False,True,Stable Base
124,2025,7266.0703,100.0,True,True,VIP — Maximum Priority
131,2018,1606.5741,100.0,True,True,VIP — Maximum Priority
137,2024,772.8486,100.0,False,True,Stable Base
227,2024,5791.521,100.0,True,True,VIP — Maximum Priority
229,2024,6329.5317,100.0,True,True,VIP — Maximum Priority
315,2024,140.05873,100.0,False,True,Stable Base
323,2024,98.46865,100.0,False,True,Stable Base
331,2025,75.03277,100.0,False,True,Stable Base
357,2024,649.9996,100.0,False,True,Stable Base
374,2024,3106.2295,100.0,True,True,VIP — Maximum Priority
375,2015,43.416965,100.0,False,True,Stable Base
413,2022,1912.8877,100.0,True,True,VIP — Maximum Priority
439,2024,1209.1237,100.0,False,True,Stable Base
446,2024,1301.717,100.0,True,True,VIP — Maximum Priority
459,2024,649.9996,100.0,False,True,Stable Base
474,2017,6.050828,100.0,False,True,Stable Base
488,2024,10655.719,100.0,True,True,VIP — Maximum Priority
492,2023,1259.4788,0.0,False,False,Low Priority
494,2018,1295.7877,100.0,False,True,Stable Base
515,2024,359.88602,100.0,False,True,Stable Base
526,2016,-0.94204617,100.0,False,True,Stable Base
528,2018,1019.22577,100.0,False,True,Stable Base
531,2015,655.392,100.0,False,True,Stable Base
563,2023,263.95963,100.0,False,True,Stable Base
569,2024,1304.7538,100.0,True,True,VIP — Maximum Priority
582,2024,330.0363,100.0,False,True,Stable Base
599,2023,649.9996,100.0,False,True,Stable Base
618,2018,4479.931,100.0,True,True,VIP — Maximum Priority
664,2016,-0.00089727924,100.0,False,True,Stable Base
671,2016,658.6096,100.0,False,True,Stable Base
721,2023,1930.7925,100.0,True,True,VIP — Maximum Priority
736,2024,649.2686,100.0,False,True,Stable Base
737,2024,636.5338,100.0,False,True,Stable Base
770,2024,329.99744,100.0,False,True,Stable Base
789,2017,638.9689,100.0,False,True,Stable Base
800,2024,1807.9022,100.0,True,True,VIP — Maximum Priority
802,2020,6145.069,100.0,True,True,VIP — Maximum Priority
810,2024,1300.0099,100.0,True,True,VIP — Maximum Priority
1034,2024,1518.6782,100.0,True,True,VIP — Maximum Priority
1045,2024,1315.907,100.0,True,True,VIP — Maximum Priority
1098,2024,691.17334,100.0,False,True,Stable Base
1199,2024,389.34613,100.0,False,True,Stable Base
1228,2021,2171.7559,100.0,True,True,VIP — Maximum Priority
1264,2024,97.358246,100.0,False,True,Stable Base
1283,2020,83.461876,100.0,False,True,Stable Base
1329,2024,5569.517,100.0,True,True,VIP — Maximum Priority
1506,2016,0.39921626,100.0,False,True,Stable Base
1518,2021,1300.1439,100.0,True,True,VIP — Maximum Priority
1532,2023,12999.462,100.0,True,True,VIP — Maximum Priority
1542,2024,319.80487,100.0,False,True,Stable Base
1562,2016,1253.2811,100.0,False,True,Stable Base
1573,2016,70.00509,100.0,False,True,Stable Base
1607,2016,996.6949,100.0,False,True,Stable Base
1622,2024,1030.411,100.0,False,True,Stable Base
1634,2015,649.13654,100.0,False,True,Stable Base
1691,2017,327.06818,100.0,False,True,Stable Base
1788,2025,556.6553,100.0,False,True,Stable Base
1797,2016,1259.9406,100.0,False,True,Stable Base
1813,2024,1973.7974,100.0,True,True,VIP — Maximum Priority
1833,2017,411.42374,100.0,False,True,Stable Base
1837,2024,582.90906,100.0,False,True,Stable Base
1838,2017,1299.9987,100.0,False,True,Stable Base
1881,2018,370.78116,100.0,False,True,Stable Base
1891,2024,1300.0099,100.0,True,True,VIP — Maximum Priority
1904,2017,150.13547,100.0,False,True,Stable Base
1959,2023,70.00056,100.0,False,True,Stable Base
1991,2024,1534.6259,100.0,True,True,VIP — Maximum Priority
2034,2024,1527.0607,100.0,True,True,VIP — Maximum Priority
2044,2024,1399.8171,100.0,True,True,VIP — Maximum Priority
2049,2017,406.01367,100.0,False,True,Stable Base
2050,2024,4493.562,100.0,True,True,VIP — Maximum Priority
2064,2017,674.3974,100.0,False,True,Stable Base
2077,2017,71.19221,100.0,False,True,Stable Base
2111,2024,3259.8608,100.0,True,True,VIP — Maximum Priority
2114,2015,0.053413976,100.0,False,True,Stable Base
2120,2024,76.86419,100.0,False,True,Stable Base
2127,2024,1016.7472,100.0,False,True,Stable Base
2139,2017,70.000145,100.0,False,True,Stable Base
2164,2016,0.86748683,,False,False,Low Priority
2189,2024,480.66965,100.0,False,True,Stable Base
2226,2022,333.88763,100.0,False,True,Stable Base
2245,2017,380.53802,100.0,False,True,Stable Base
2256,2020,649.9996,100.0,False,True,Stable Base
2285,2016,7.016514,100.0,False,True,Stable Base
2317,2022,649.3436,100.0,False,True,Stable Base
2351,2024,398.55014,100.0,False,True,Stable Base
2364,2015,623.68274,100.0,False,True,Stable Base
2375,2015,0.054170094,100.0,False,True,Stable Base
2386,2015,642.10724,100.0,False,True,Stable Base
2413,2024,2333.2434,100.0,True,True,VIP — Maximum Priority
2416,2024,1434.88,100.0,True,True,VIP — Maximum Priority
2430,2024,304.37265,100.0,False,True,Stable Base
2448,2018,3153.6807,100.0,True,True,VIP — Maximum Priority
2459,2024,1542.7716,100.0,True,True,VIP — Maximum Priority
2498,2025,16687.562,100.0,True,True,VIP — Maximum Priority
2542,2024,6020.0635,100.0,True,True,VIP — Maximum Priority
2551,2019,641.39557,100.0,False,True,Stable Base
2566,2023,649.9996,100.0,False,True,Stable Base
2569,2024,2124.143,100.0,True,True,VIP — Maximum Priority
2582,2024,1300.0099,100.0,True,True,VIP — Maximum Priority
2592,2024,1300.0024,100.0,False,True,Stable Base
2599,2023,1300.0099,100.0,True,True,VIP — Maximum Priority
2638,2022,1738.182,100.0,True,True,VIP — Maximum Priority
2658,2024,6428.1436,100.0,True,True,VIP — Maximum Priority
2664,2023,329.99744,100.0,False,True,Stable Base
2667,2016,3958.9705,100.0,True,True,VIP — Maximum Priority
2674,2017,1677.0863,100.0,True,True,VIP — Maximum Priority
2712,2021,919.1878,100.0,False,True,Stable Base
2717,2024,13955.986,100.0,True,True,VIP — Maximum Priority
2728,2016,1.2037928,100.0,False,True,Stable Base
2740,2024,727.68243,100.0,False,True,Stable Base
2773,2024,12196.835,100.0,True,True,VIP — Maximum Priority
2786,2016,72.6509,100.0,False,True,Stable Base
2791,2023,80.059235,100.0,False,True,Stable Base
2821,2024,1300.0099,100.0,True,True,VIP — Maximum Priority
2860,2022,79.72105,100.0,False,True,Stable Base
2874,2023,1856.0967,100.0,True,True,VIP — Maximum Priority
2904,2024,1472.3357,100.0,True,True,VIP — Maximum Priority
2970,2015,664.2298,100.0,False,True,Stable Base
3065,2017,149.26668,100.0,False,True,Stable Base
3068,2023,1300.0099,100.0,True,True,VIP — Maximum Priority
3081,2022,150.35796,100.0,False,True,Stable Base
3095,2024,2028.9473,100.0,True,True,VIP — Maximum Priority
3142,2015,652.003,100.0,False,True,Stable Base
3216,2020,3249.9958,100.0,True,True,VIP — Maximum Priority
3354,2024,1300.0099,100.0,True,True,VIP — Maximum Priority
3387,2023,649.9999,100.0,False,True,Stable Base
3391,2024,649.9996,100.0,False,True,Stable Base
3448,2024,6894.294,100.0,True,True,VIP — Maximum Priority
3485,2024,3250.0486,100.0,True,True,VIP — Maximum Priority
3508,2024,333.6463,100.0,False,True,Stable Base
3512,2018,366.24902,100.0,False,True,Stable Base
3518,2015,311.8055,100.0,False,True,Stable Base
3536,2024,1599.983,100.0,True,True,VIP — Maximum Priority
3624,2024,329.99744,100.0,False,True,Stable Base
3639,2024,3451.6204,100.0,True,True,VIP — Maximum Priority
3651,2024,3294.148,100.0,True,True,VIP — Maximum Priority
3661,2022,1300.1439,100.0,True,True,VIP — Maximum Priority
3701,2024,70.00056,100.0,False,True,Stable Base
3710,2018,656.1628,100.0,False,True,Stable Base
3732,2024,800.0062,100.0,False,True,Stable Base
3745,2018,1323.7786,100.0,True,True,VIP — Maximum Priority
3764,2016,296.9649,100.0,False,True,Stable Base
3801,2024,159.89844,100.0,False,True,Stable Base
3809,2023,70.00056,100.0,False,True,Stable Base
3876,2025,691.701,100.0,False,True,Stable Base
3930,2017,79.846855,100.0,False,True,Stable Base
3951,2024,2776.9106,100.0,True,True,VIP — Maximum Priority
3952,2018,382.03152,100.0,False,True,Stable Base
3987,2024,71.536095,100.0,False,True,Stable Base
3996,2025,3719.9348,100.0,True,True,VIP — Maximum Priority
4005,2018,6499.904,100.0,True,True,VIP — Maximum Priority
4027,2018,333.7746,100.0,False,True,Stable Base
4040,2018,70.00509,100.0,False,True,Stable Base
4076,2023,800.0062,100.0,False,True,Stable Base
4105,2021,6458.301,100.0,True,True,VIP — Maximum Priority
4148,2015,97.920166,100.0,False,True,Stable Base
4204,2024,91.3633,100.0,False,True,Stable Base
4229,2024,329.99744,100.0,False,True,Stable Base
4312,2024,996.8347,100.0,False,True,Stable Base
4318,2016,9.586901,100.0,False,True,Stable Base
4322,2024,139.89148,100.0,False,True,Stable Base
4364,2024,397.52875,100.0,False,True,Stable Base
4458,2016,649.921,100.0,False,True,Stable Base
4481,2016,639.56305,100.0,False,True,Stable Base
4489,2015,902.2314,100.0,False,True,Stable Base
4497,2025,3830.9355,100.0,True,True,VIP — Maximum Priority
4565,2018,838.61224,100.0,False,True,Stable Base
4579,2024,3162.2727,100.0,True,True,VIP — Maximum Priority
4597,2017,113.50289,100.0,False,True,Stable Base
4657,2021,506.1808,100.0,False,True,Stable Base
4738,2016,8.415934,100.0,False,True,Stable Base
4739,2015,1224.8381,100.0,False,True,Stable Base
4755,2018,649.99365,100.0,False,True,Stable Base
4785,2019,329.99744,100.0,False,True,Stable Base
4799,2024,3160.5898,100.0,True,True,VIP — Maximum Priority
4823,2017,416.70074,100.0,False,True,Stable Base
4857,2023,1300.0099,100.0,True,True,VIP — Maximum Priority
4888,2020,794.78754,100.0,False,True,Stable Base
4928,2024,1300.0099,100.0,True,True,VIP — Maximum Priority
4958,2015,0.058491964,100.0,False,True,Stable Base
4959,2024,70.00056,100.0,False,True,Stable Base
4983,2015,43.60407,100.0,False,True,Stable Base
5044,2024,477.72546,100.0,False,True,Stable Base
5052,2024,76.86419,100.0,False,True,Stable Base
5062,2023,513.08997,100.0,False,True,Stable Base
5081,2023,2470.7112,100.0,True,True,VIP — Maximum Priority
5120,2024,13742.6045,100.0,True,True,VIP — Maximum Priority
5132,2024,142.72458,100.0,False,True,Stable Base
5254,2016,-0.92287445,100.0,False,True,Stable Base
5268,2022,70.00056,100.0,False,True,Stable Base
5308,2024,4964.812,100.0,True,True,VIP — Maximum Priority
5360,2019,1261.3951,100.0,False,True,Stable Base
5382,2017,846.3922,100.0,False,True,Stable Base
5401,2024,649.53284,100.0,False,True,Stable Base
5406,2016,340.70642,100.0,False,True,Stable Base
5420,2021,120.69495,100.0,False,True,Stable Base
5424,2024,6494.834,100.0,True,True,VIP — Maximum Priority
5427,2017,5922.771,100.0,True,True,VIP — Maximum Priority
5464,2017,381.93472,100.0,False,True,Stable Base
5523,2015,0.058491964,100.0,False,True,Stable Base
5525,2021,399.20074,100.0,False,True,Stable Base
5543,2019,656.0349,100.0,False,True,Stable Base
5559,2024,2468.322,100.0,True,True,VIP — Maximum Priority
5674,2019,70.00056,100.0,False,True,Stable Base
5721,2024,412.98206,100.0,False,True,Stable Base
5787,2024,800.0062,100.0,False,True,Stable Base
5801,2016,1855.3893,100.0,True,True,VIP — Maximum Priority
5929,2016,-0.92691714,100.0,False,True,Stable Base
5952,2018,677.8499,100.0,False,True,Stable Base
5953,2024,3445.9846,100.0,True,True,VIP — Maximum Priority
5982,2023,649.9996,100.0,False,True,Stable Base
6017,2025,10642.108,100.0,True,True,VIP — Maximum Priority
6035,2024,649.9996,100.0,False,True,Stable Base
6119,2017,385.93372,100.0,False,True,Stable Base
6134,2024,649.2686,100.0,False,True,Stable Base
6150,2022,139.46619,100.0,False,True,Stable Base
6175,2024,7307.291,100.0,True,True,VIP — Maximum Priority
6176,2022,961.04663,100.0,False,True,Stable Base
6189,2017,1365.5624,100.0,True,True,VIP — Maximum Priority
6267,2024,1640.9867,100.0,True,True,VIP — Maximum Priority
6270,2024,1448.0903,100.0,True,True,VIP — Maximum Priority
6298,2024,159.17084,100.0,False,True,Stable Base
6301,2017,2246.2415,100.0,True,True,VIP — Maximum Priority
6319,2024,229.61192,100.0,False,True,Stable Base
6362,2018,348.1748,100.0,False,True,Stable Base
6396,2023,159.7758,75.0,False,False,Low Priority
6440,2023,199.79475,100.0,False,True,Stable Base
6448,2024,9912.488,100.0,True,True,VIP — Maximum Priority
6488,2024,1300.0099,100.0,True,True,VIP — Maximum Priority
6498,2021,250.42505,100.0,False,True,Stable Base
6512,2017,1289.4447,100.0,False,True,Stable Base
6570,2024,649.9996,100.0,False,True,Stable Base
6597,2024,1534.8931,100.0,True,True,VIP — Maximum Priority
6614,2024,1300.0868,100.0,True,True,VIP — Maximum Priority
6650,2016,0.3696492,100.0,False,True,Stable Base
6675,2024,1300.0099,100.0,True,True,VIP — Maximum Priority
6686,2022,3253.8738,100.0,True,True,VIP — Maximum Priority
6692,2024,6509.247,100.0,True,True,VIP — Maximum Priority
6694,2018,1299.9987,100.0,False,True,Stable Base
6712,2023,148.5264,100.0,False,True,Stable Base
6715,2017,330.15723,100.0,False,True,Stable Base
6797,2022,146.3103,100.0,False,True,Stable Base
6821,2022,357.18518,100.0,False,True,Stable Base
6836,2018,10204.513,100.0,True,True,VIP — Maximum Priority
6857,2024,410.98975,100.0,False,True,Stable Base
6873,2025,242.99834,100.0,False,True,Stable Base
6898,2018,649.99396,100.0,False,True,Stable Base
6906,2014,1220.1743,100.0,False,True,Stable Base
6907,2019,140.37805,100.0,False,True,Stable Base
6953,2016,340.71228,100.0,False,True,Stable Base
6979,2021,861.40015,100.0,False,True,Stable Base
6984,2024,3293.4285,100.0,True,True,VIP — Maximum Priority
7020,2024,846.4056,100.0,False,True,Stable Base
7048,2024,3160.9275,100.0,True,True,VIP — Maximum Priority
7077,2023,3249.9958,100.0,True,True,VIP — Maximum Priority
7079,2024,1809.3285,100.0,True,True,VIP — Maximum Priority
7106,2024,153.32439,100.0,False,True,Stable Base
7112,2019,344.98883,100.0,False,True,Stable Base
